target_key,packet,priority,bucket,similarity,review_signals,japanese_text,korean_context,stt_transcript,audio_url,recommended_action,new_verdict,new_notes
HN4-011 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P0 machine warning,P0_MACHINE_WARNING,0.244,"HIGH_SILENCE_RATIO:0.359, TRANSCRIPTION_TEXT_MISMATCH:カビの音 お比べます。 ジョンギエたける比較します。",紙の厚___を比べます。 (종이의 두께를 비교합니다.),,カビの音 お比べます。 ジョンギエたける比較します。,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/question-3.mp3,"listen first; check silence/spacing, intelligibility, and text completeness before setting PASS/FLAG/FAIL",,
HN4-002 script:0,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.857,TRANSCRIPTION_TEXT_MISMATCH:少し頭が痛い,少し頭が痛いです。,머리가 조금 아픕니다.,少し頭が痛い,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/script-line-0.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-002 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.966,TRANSCRIPTION_TEXT_MISMATCH:医者に相談した方がいいです。,医者に相談したほうがいいですか。,의사와 상담하는 편이 좋을까요?,医者に相談した方がいいです。,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-004 script:0,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.930,TRANSCRIPTION_TEXT_MISMATCH:時間が足りません。江木まで走るしかありません。,時間が足りません。駅まで走るしかありません。,시간이 부족합니다. 역까지 달릴 수밖에 없습니다.,時間が足りません。江木まで走るしかありません。,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/script-line-0.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-004 script:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.957,TRANSCRIPTION_TEXT_MISMATCH:次の予定がありますから,次の予定がありますからね。,다음 일정이 있으니까요.,次の予定がありますから,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/script-line-1.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-005 script:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.941,TRANSCRIPTION_TEXT_MISMATCH:文も翻訳できます。,文も翻訳できますか。,문장도 번역할 수 있나요?,文も翻訳できます。,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/script-line-1.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-005 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.933,TRANSCRIPTION_TEXT_MISMATCH:はい、授業の予約にも申し込みます。,はい。授業の予約にも申し込めます。,네. 수업 예약도 신청할 수 있습니다.,はい、授業の予約にも申し込みます。,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-006 script:1,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.846,TRANSCRIPTION_TEXT_MISMATCH:この歯の舞さも分かりますか,この川の浅さも分かりますか。,이 강의 얕은 정도도 알 수 있나요?,この歯の舞さも分かりますか,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/script-line-1.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-008 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.824,TRANSCRIPTION_TEXT_MISMATCH:会議が長かった,会議が長かったのです。,회의가 길었던 거예요.,会議が長かった,https://storage.googleapis.com/harukoto-storage/tts/lesson/78e8b581-c81d-4465-b49d-cf0e4b49db4a/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-011 script:0,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.923,TRANSCRIPTION_TEXT_MISMATCH:ノートを選ぶ前に コムの厚さを比べています,ノートを選ぶ前に、紙の厚さを比べています。,노트를 고르기 전에 종이의 두께를 비교하고 있습니다.,ノートを選ぶ前に コムの厚さを比べています,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/script-line-0.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-011 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.909,TRANSCRIPTION_TEXT_MISMATCH:はい、このシビの柔らかさも確認します。,はい。この紙の柔らかさも確認します。,네. 이 종이의 부드러운 정도도 확인합니다.,はい、このシビの柔らかさも確認します。,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-011 script:3,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.909,TRANSCRIPTION_TEXT_MISMATCH:硬さ、柔らかさを比べて選びましょう。,厚さと柔らかさを比べて選びましょう。,두께와 부드러운 정도를 비교해서 고릅시다.,硬さ、柔らかさを比べて選びましょう。,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/script-line-3.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-001 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:機序、イエッスン,規則의 뜻은?,,機序、イエッスン,https://storage.googleapis.com/harukoto-storage/tts/lesson/b544d1f5-8089-45f8-b3d9-6428b60a0ece/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-001 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:ジュリー、イェー,注意의 뜻은?,,ジュリー、イェー,https://storage.googleapis.com/harukoto-storage/tts/lesson/b544d1f5-8089-45f8-b3d9-6428b60a0ece/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-001 question:4,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.214,TRANSCRIPTION_TEXT_MISMATCH:基礎を確認 キジクルファキナセヨ,規則を確認___. (규칙을 확인하세요.),,基礎を確認 キジクルファキナセヨ,https://storage.googleapis.com/harukoto-storage/tts/lesson/b544d1f5-8089-45f8-b3d9-6428b60a0ece/question-4.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-001 question:5,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.154,TRANSCRIPTION_TEXT_MISMATCH:名前を쓰세요を正しい順序で配列してください。,'이름을 쓰세요'를 올바른 순서로 배열하세요.,,名前を쓰세요を正しい順序で配列してください。,https://storage.googleapis.com/harukoto-storage/tts/lesson/b544d1f5-8089-45f8-b3d9-6428b60a0ece/question-5.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-002 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:しんぺいげんつ,心配의 뜻은?,,しんぺいげんつ,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-002 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:シャンダンエー,相談의 뜻은?,,シャンダンエー,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-002 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:たやこ へん あら イルチッ ジャヌン ピョニ チョッスムニダ,早く寝___。 (일찍 자는 편이 좋습니다.),,たやこ へん あら イルチッ ジャヌン ピョニ チョッスムニダ,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/question-3.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-003 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:タイフン,台風의 뜻은?,,タイフン,https://storage.googleapis.com/harukoto-storage/tts/lesson/82d7334e-c4c4-4102-86ea-7be9b3218bce/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-003 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.286,TRANSCRIPTION_TEXT_MISMATCH:カニアウエイト,間に合う의 뜻은?,,カニアウエイト,https://storage.googleapis.com/harukoto-storage/tts/lesson/82d7334e-c4c4-4102-86ea-7be9b3218bce/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-004 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.182,TRANSCRIPTION_TEXT_MISMATCH:たりとえぬ,足りる의 뜻은?,,たりとえぬ,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-004 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:ゆでやしん,予定의 뜻은?,,ゆでやしん,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-004 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.143,TRANSCRIPTION_TEXT_MISMATCH:走るかい タリル スバッケ オプスムニダ,走る___。 (달릴 수밖에 없습니다.),,走るかい タリル スバッケ オプスムニダ,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/question-3.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-004 question:5,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:よっかぢ たっりるしゅばっけ おぷすんにだ を はいれつはぜよ,'역까지 달릴 수밖에 없습니다'를 배열하세요.,,よっかぢ たっりるしゅばっけ おぷすんにだ を はいれつはぜよ,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/question-5.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-005 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:ファンヤクエトス,翻訳의 뜻은?,,ファンヤクエトス,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-005 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.727,TRANSCRIPTION_TEXT_MISMATCH:申し込む,申し込む의 뜻은?,,申し込む,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-005 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.914,TRANSCRIPTION_TEXT_MISMATCH:漢字を調べ、赤字ら、한자를 찾아볼 수 있습니다。,漢字を調べ___。 (한자를 찾아볼 수 있습니다.),,漢字を調べ、赤字ら、한자를 찾아볼 수 있습니다。,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/question-3.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-006 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:カメヤギ,深い의 뜻은?,,カメヤギ,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-006 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.667,TRANSCRIPTION_TEXT_MISMATCH:正しい,正しい의 뜻은?,,正しい,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-006 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.359,TRANSCRIPTION_TEXT_MISMATCH:国の金を確認します。法成企ビルを確認します。,川の深___を確認します。 (강의 깊이를 확인합니다.),,国の金を確認します。法成企ビルを確認します。,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-3-regen-20260518T021500Z.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-006 question:5,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:ホスエエギピルル確認しましたを配列はせよ,'강의 깊이를 확인했습니다'를 배열하세요.,,ホスエエギピルル確認しましたを配列はせよ,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/question-5-regen-20260518T021500Z.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-007 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.267,TRANSCRIPTION_TEXT_MISMATCH:ジャンカするエポ,参加する의 뜻은?,,ジャンカするエポ,https://storage.googleapis.com/harukoto-storage/tts/lesson/faeff614-2038-49b4-8c6c-4915d50cecf8/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-007 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.333,TRANSCRIPTION_TEXT_MISMATCH:カツメルシン,集める의 뜻은?,,カツメルシン,https://storage.googleapis.com/harukoto-storage/tts/lesson/faeff614-2038-49b4-8c6c-4915d50cecf8/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-007 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,1.000,TRANSCRIPTION_TEXT_MISMATCH:イベントに参加 と思っています。,イベントに参加___と思っています。,,イベントに参加 と思っています。,https://storage.googleapis.com/harukoto-storage/tts/lesson/faeff614-2038-49b4-8c6c-4915d50cecf8/question-3.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-007 question:4,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.833,TRANSCRIPTION_TEXT_MISMATCH:案内を奏なちと思っています。,案内を送___と思っています。,,案内を奏なちと思っています。,https://storage.googleapis.com/harukoto-storage/tts/lesson/faeff614-2038-49b4-8c6c-4915d50cecf8/question-4.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-007 question:5,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:弊社に参加しようと 考えていますを 手配ください,'행사에 참가하려고 생각하고 있습니다'를 배열하세요.,,弊社に参加しようと 考えていますを 手配ください,https://storage.googleapis.com/harukoto-storage/tts/lesson/faeff614-2038-49b4-8c6c-4915d50cecf8/question-5.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-008 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:ディユーイェスン,理由의 뜻은?,,ディユーイェスン,https://storage.googleapis.com/harukoto-storage/tts/lesson/78e8b581-c81d-4465-b49d-cf0e4b49db4a/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-008 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.000,TRANSCRIPTION_TEXT_MISMATCH:ファンシー,返事의 뜻은?,,ファンシー,https://storage.googleapis.com/harukoto-storage/tts/lesson/78e8b581-c81d-4465-b49d-cf0e4b49db4a/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-008 question:4,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.400,TRANSCRIPTION_TEXT_MISMATCH:理由があった。なーなか。理由があったんがよ？,理由があった___か。 (이유가 있었던 건가요?),,理由があった。なーなか。理由があったんがよ？,https://storage.googleapis.com/harukoto-storage/tts/lesson/78e8b581-c81d-4465-b49d-cf0e4b49db4a/question-4.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-008 question:5,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.125,TRANSCRIPTION_TEXT_MISMATCH:フェイが長かったんですよを配列세요。,'회의가 길었던 거예요'를 배열하세요.,,フェイが長かったんですよを配列세요。,https://storage.googleapis.com/harukoto-storage/tts/lesson/78e8b581-c81d-4465-b49d-cf0e4b49db4a/question-5.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-009 question:1,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.571,TRANSCRIPTION_TEXT_MISMATCH:面接,面接의 뜻은?,,面接,https://storage.googleapis.com/harukoto-storage/tts/lesson/3221de04-7925-47d9-880a-2adcabfc58b1/question-1.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
HN4-009 question:2,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,MIXED_PROMPT_STT_UNRELIABLE,0.444,TRANSCRIPTION_TEXT_MISMATCH:準備役員,準備의 뜻은?,,準備役員,https://storage.googleapis.com/harukoto-storage/tts/lesson/3221de04-7925-47d9-880a-2adcabfc58b1/question-2.mp3,listen for learner-facing completeness; do not treat STT mismatch alone as a fail,,
