target_key,packet,priority,bucket,similarity,review_signals,japanese_text,korean_context,stt_transcript,audio_url,recommended_action,new_verdict,new_notes
HN4-011 question:3,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P0 machine warning,P0_MACHINE_WARNING,0.244,"HIGH_SILENCE_RATIO:0.359, TRANSCRIPTION_TEXT_MISMATCH:カビの音 お比べます。 ジョンギエたける比較します。",紙の厚___を比べます。 (종이의 두께를 비교합니다.),,カビの音 お比べます。 ジョンギエたける比較します。,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/question-3.mp3,"listen first; check silence/spacing, intelligibility, and text completeness before setting PASS/FLAG/FAIL",,
HN4-002 script:0,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.857,TRANSCRIPTION_TEXT_MISMATCH:少し頭が痛い,少し頭が痛いです。,머리가 조금 아픕니다.,少し頭が痛い,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/script-line-0.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-002 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.966,TRANSCRIPTION_TEXT_MISMATCH:医者に相談した方がいいです。,医者に相談したほうがいいですか。,의사와 상담하는 편이 좋을까요?,医者に相談した方がいいです。,https://storage.googleapis.com/harukoto-storage/tts/lesson/89433566-b321-4f99-ac20-9ffb87e69d6b/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-004 script:0,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.930,TRANSCRIPTION_TEXT_MISMATCH:時間が足りません。江木まで走るしかありません。,時間が足りません。駅まで走るしかありません。,시간이 부족합니다. 역까지 달릴 수밖에 없습니다.,時間が足りません。江木まで走るしかありません。,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/script-line-0.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-004 script:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.957,TRANSCRIPTION_TEXT_MISMATCH:次の予定がありますから,次の予定がありますからね。,다음 일정이 있으니까요.,次の予定がありますから,https://storage.googleapis.com/harukoto-storage/tts/lesson/8368ee77-eeb8-48b2-9c81-2cfd597e5f7a/script-line-1.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-005 script:1,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.941,TRANSCRIPTION_TEXT_MISMATCH:文も翻訳できます。,文も翻訳できますか。,문장도 번역할 수 있나요?,文も翻訳できます。,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/script-line-1.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-005 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch01-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.933,TRANSCRIPTION_TEXT_MISMATCH:はい、授業の予約にも申し込みます。,はい。授業の予約にも申し込めます。,네. 수업 예약도 신청할 수 있습니다.,はい、授業の予約にも申し込みます。,https://storage.googleapis.com/harukoto-storage/tts/lesson/17851e67-db52-41b8-a651-d416251b0ead/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-006 script:1,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.846,TRANSCRIPTION_TEXT_MISMATCH:この歯の舞さも分かりますか,この川の浅さも分かりますか。,이 강의 얕은 정도도 알 수 있나요?,この歯の舞さも分かりますか,https://storage.googleapis.com/harukoto-storage/tts/lesson/94d8d321-17c6-4fa1-8c50-af29c08e9c22/script-line-1.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-008 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch02-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.824,TRANSCRIPTION_TEXT_MISMATCH:会議が長かった,会議が長かったのです。,회의가 길었던 거예요.,会議が長かった,https://storage.googleapis.com/harukoto-storage/tts/lesson/78e8b581-c81d-4465-b49d-cf0e4b49db4a/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-011 script:0,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.923,TRANSCRIPTION_TEXT_MISMATCH:ノートを選ぶ前に コムの厚さを比べています,ノートを選ぶ前に、紙の厚さを比べています。,노트를 고르기 전에 종이의 두께를 비교하고 있습니다.,ノートを選ぶ前に コムの厚さを比べています,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/script-line-0.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-011 script:2,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.909,TRANSCRIPTION_TEXT_MISMATCH:はい、このシビの柔らかさも確認します。,はい。この紙の柔らかさも確認します。,네. 이 종이의 부드러운 정도도 확인합니다.,はい、このシビの柔らかさも確認します。,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/script-line-2.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
HN4-011 script:3,docs/operations/plans/n4-pilot-human-audio-qa-ch03-2026-05-13.md,P1 STT mismatch,NEAR_JAPANESE_MATCH,0.909,TRANSCRIPTION_TEXT_MISMATCH:硬さ、柔らかさを比べて選びましょう。,厚さと柔らかさを比べて選びましょう。,두께와 부드러운 정도를 비교해서 고릅시다.,硬さ、柔らかさを比べて選びましょう。,https://storage.googleapis.com/harukoto-storage/tts/lesson/03cfdb15-c916-450c-8168-9052f3e754aa/script-line-3.mp3,listen once before PASS; set FLAG if the spoken sentence follows the transcript rather than the source,,
